elapsed_s,controller_id,light_state,speed_limit_mps,ego_speed_mps,x,y
2.266,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.291,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.292,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.293,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.331,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.331,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.332,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.367,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.412,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.412,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.412,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.451,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.452,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.452,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.468,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.491,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.491,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.492,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.531,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.531,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.531,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.582,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.611,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.612,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.612,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.652,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.652,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.652,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.669,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.691,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.691,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.692,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.715,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.731,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.731,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.732,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.769,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.812,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.813,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.813,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.865,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.892,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.892,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.892,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.932,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.932,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.932,136,3,0.0,0.0,611.09716796875,-116.6805419921875
2.967,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.011,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.011,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.012,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.052,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.052,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.052,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.092,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.092,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.093,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.117,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.131,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.131,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.132,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.182,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.211,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.211,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.211,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.252,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.252,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.253,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.292,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.293,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.293,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.332,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.332,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.333,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.383,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.411,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.412,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.412,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.451,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.452,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.453,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.468,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.491,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.491,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.491,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.532,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.532,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.532,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.568,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.611,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.611,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.612,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.652,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.652,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.653,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.691,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.691,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.692,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.716,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.732,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.732,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.732,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.769,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.811,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.811,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.811,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.892,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.892,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.894,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.918,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.931,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.931,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.932,136,3,0.0,0.0,611.09716796875,-116.6805419921875
3.982,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.011,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.011,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.011,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.051,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.051,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.051,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.092,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.092,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.093,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.119,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.132,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.132,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.132,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.165,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.211,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.211,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.211,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.252,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.252,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.252,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.292,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.292,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.292,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.332,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.332,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.333,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.383,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.411,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.411,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.412,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.451,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.452,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.452,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.468,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.491,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.492,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.493,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.516,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.531,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.531,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.531,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.581,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.611,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.611,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.612,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.651,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.651,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.651,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.667,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.692,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.692,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.692,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.716,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.732,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.732,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.732,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.768,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.812,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.812,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.812,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.868,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.892,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.892,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.893,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.919,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.931,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.931,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.932,136,3,0.0,0.0,611.09716796875,-116.6805419921875
4.969,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.011,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.011,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.011,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.052,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.053,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.053,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.067,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.091,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.091,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.091,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.118,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.131,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.132,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.132,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.182,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.221,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.221,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.221,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.251,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.252,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.252,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.268,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.293,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.293,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.294,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.316,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.332,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.332,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.332,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.382,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.411,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.411,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.411,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.451,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.451,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.452,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.467,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.494,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.494,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.494,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.53,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.531,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.531,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.565,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.611,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.612,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.612,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.651,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.652,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.652,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.667,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.691,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.692,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.692,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.731,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.731,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.732,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.782,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.811,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.811,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.811,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.851,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.866,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.89,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.891,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.891,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.915,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.931,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.931,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.931,136,3,0.0,0.0,611.09716796875,-116.6805419921875
5.967,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.011,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.011,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.012,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.051,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.052,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.052,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.091,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.091,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.092,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.115,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.131,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.132,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.132,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.167,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.211,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.212,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.212,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.252,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.252,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.252,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.267,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.292,136,3,0.0,0.0,611.09716796875,-116.6805419921875
6.292,136,3,0.0,0.0,611.09716796875,-116.6805419921875
